State,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price
Kerala,Alappuzha,Harippad,Amaranthus,Other,FAQ,4000.0,4500.0,4000.0
Kerala,Alappuzha,Harippad,Amphophalus,Other,FAQ,5000.0,5500.0,5000.0
Kerala,Alappuzha,Harippad,Ashgourd,Other,FAQ,3000.0,3500.0,3000.0
Kerala,Alappuzha,Harippad,Banana,Nendra Bale,Medium,5000.0,5500.0,5000.0
Kerala,Alappuzha,Harippad,Banana - Green,Other,FAQ,3000.0,3500.0,3000.0
Kerala,Alappuzha,Harippad,Beetroot,Other,FAQ,4000.0,4500.0,4000.0
Kerala,Alappuzha,Harippad,Bhindi(Ladies Finger),Other,FAQ,4000.0,4500.0,4000.0
Kerala,Alappuzha,Harippad,Bitter gourd,Other,FAQ,5000.0,5500.0,5000.0
Kerala,Alappuzha,Harippad,Bottle gourd,Other,FAQ,2000.0,2500.0,2000.0
Kerala,Alappuzha,Harippad,Brinjal,Other,FAQ,3000.0,3500.0,3000.0
Kerala,Alappuzha,Harippad,Cabbage,Other,FAQ,3000.0,3500.0,3000.0
Kerala,Alappuzha,Harippad,Capsicum,Other,FAQ,9000.0,9500.0,9000.0
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,6000.0,6500.0,6000.0
Kerala,Alappuzha,Harippad,Cauliflower,Other,FAQ,4000.0,4500.0,4000.0
Kerala,Alappuzha,Harippad,Colacasia,Other,FAQ,6000.0,6400.0,6000.0
Kerala,Alappuzha,Harippad,Cowpea(Veg),Other,FAQ,4000.0,4500.0,4000.0
Kerala,Alappuzha,Harippad,Cucumbar(Kheera),Other,FAQ,2000.0,2500.0,2000.0
Kerala,Alappuzha,Harippad,Drumstick,Other,FAQ,5000.0,5500.0,5000.0
Andhra Pradesh,Chittor,Palamaner,Green Chilli,Green Chilly,FAQ,8000.0,10000.0,9000.0
Andhra Pradesh,Cuddapah,Cuddapah,Groundnut,Local,FAQ,6269.0,7416.0,7036.0
Andhra Pradesh,Cuddapah,Cuddapah,Turmeric,Bulb,FAQ,4888.0,9745.0,8650.0
Andhra Pradesh,Cuddapah,Cuddapah,Turmeric,Finger,FAQ,5748.0,10025.0,9665.0
Andhra Pradesh,East Godavari,Karapa,Paddy(Dhan)(Common),1001,FAQ,2040.0,2060.0,2050.0
Andhra Pradesh,East Godavari,Rajahmundry,Paddy(Dhan)(Common),Paddy,FAQ,2040.0,2040.0,2040.0
Andhra Pradesh,East Godavari,Rajahmundry,Paddy(Dhan)(Common),Swarna Masuri (New),FAQ,2060.0,2060.0,2060.0
Andhra Pradesh,East Godavari,Sampara,Paddy(Dhan)(Common),Swarna Masuri (New),FAQ,2000.0,2080.0,2040.0
Andhra Pradesh,Guntur,Tenali,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,8100.0,8300.0,8200.0
Andhra Pradesh,Guntur,Tenali,Lemon,Lemon,FAQ,1500.0,3500.0,2500.0
Andhra Pradesh,Kurnool,Alur,Jowar(Sorghum),Jowar ( White),FAQ,3030.0,3090.0,3060.0
Andhra Pradesh,Kurnool,Atmakur,Maize,Hybrid/Local,FAQ,1962.0,1962.0,1962.0
Andhra Pradesh,Kurnool,Atmakur,Paddy(Dhan)(Common),Sona Mahsuri,FAQ,2040.0,2040.0,2040.0
Andhra Pradesh,Kurnool,Nandikotkur,Bengal Gram(Gram)(Whole),Gulabi,FAQ,5335.0,5335.0,5335.0
Andhra Pradesh,Kurnool,Nandikotkur,Maize,Hybrid,FAQ,1962.0,1962.0,1962.0
Andhra Pradesh,Kurnool,Nandikotkur,Paddy(Dhan)(Common),Sona,FAQ,2040.0,2040.0,2040.0
Andhra Pradesh,Visakhapatnam,Anakapally,Gur(Jaggery),NO 2,FAQ,3850.0,3850.0,3850.0
Andhra Pradesh,Visakhapatnam,Anakapally,Gur(Jaggery),NO 3,FAQ,3750.0,3750.0,3750.0
Bihar,Kishanganj,Bahadurganj,Apple,American,Medium,9000.0,9500.0,9400.0
Bihar,Kishanganj,Bahadurganj,Banana,Amruthapani,Medium,2400.0,2600.0,2500.0
Bihar,Kishanganj,Bahadurganj,Bhindi(Ladies Finger),Bhindi,FAQ,2000.0,2200.0,2100.0
Bihar,Kishanganj,Bahadurganj,Brinjal,Arkasheela Mattigulla,FAQ,2800.0,3000.0,2900.0
Bihar,Kishanganj,Bahadurganj,Green Chilli,Green Chilly,FAQ,4000.0,4500.0,4300.0
Bihar,Kishanganj,Bahadurganj,Onion,1st Sort,FAQ,1800.0,2000.0,1900.0
Bihar,Kishanganj,Bahadurganj,Pointed gourd (Parval),Other,FAQ,2200.0,2400.0,2300.0
Karnataka,Bangalore,Channapatana,Banana,Elakki Bale,FAQ,4000.0,6500.0,5700.0
Karnataka,Bangalore,Channapatana,Bhindi(Ladies Finger),Bhindi,FAQ,2300.0,2600.0,2500.0
Karnataka,Bangalore,Channapatana,Brinjal,Brinjal,FAQ,1800.0,2200.0,2000.0
Karnataka,Bangalore,Channapatana,Cucumbar(Kheera),Cucumbar,FAQ,200.0,400.0,300.0
Karnataka,Bangalore,Channapatana,Green Chilli,Green Chilly,FAQ,7000.0,8000.0,7500.0
Karnataka,Bangalore,Channapatana,Tomato,Tomato,FAQ,6500.0,10500.0,8500.0
Karnataka,Bangalore,Ramanagara,Alsandikai,Alsandikai,FAQ,2800.0,3200.0,3000.0
Karnataka,Bangalore,Ramanagara,Beans,Beans (Whole),FAQ,2400.0,3600.0,3000.0
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,FAQ,2000.0,2400.0,2200.0
Karnataka,Bangalore,Ramanagara,Bhindi(Ladies Finger),Bhindi,FAQ,2000.0,3000.0,2800.0
Karnataka,Bangalore,Ramanagara,Bitter gourd,Bitter Gourd,FAQ,2800.0,3500.0,3200.0
Karnataka,Bangalore,Ramanagara,Brinjal,Brinjal,FAQ,2800.0,4000.0,3500.0
Karnataka,Bangalore,Ramanagara,Cabbage,Cabbage,FAQ,1200.0,1600.0,1400.0
Karnataka,Bangalore,Ramanagara,Capsicum,Capsicum,FAQ,7000.0,9000.0,8200.0
Karnataka,Bangalore,Ramanagara,Carrot,Carrot,FAQ,4000.0,6000.0,5000.0
Karnataka,Bangalore,Ramanagara,Cucumbar(Kheera),Cucumbar,FAQ,200.0,400.0,300.0
Karnataka,Bangalore,Ramanagara,Drumstick,Drumstick,FAQ,2800.0,3200.0,3000.0
Karnataka,Bangalore,Ramanagara,Ginger(Green),Green Ginger,FAQ,14000.0,18000.0,16000.0
Karnataka,Bangalore,Ramanagara,Green Avare (W),Green Avare (W),FAQ,2800.0,3200.0,3000.0
Karnataka,Bangalore,Ramanagara,Green Chilli,Green Chilly,FAQ,6000.0,8500.0,7000.0
Karnataka,Bangalore,Ramanagara,Knool Khol,Knool Khol,FAQ,1800.0,2400.0,2000.0
Karnataka,Bangalore,Ramanagara,Raddish,Raddish,FAQ,1000.0,1600.0,1400.0
Karnataka,Bangalore,Ramanagara,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,1600.0,2400.0,2000.0
Karnataka,Bangalore,Ramanagara,Seemebadnekai,Seemebadanekai,FAQ,1600.0,2000.0,1800.0
Karnataka,Bangalore,Ramanagara,Snakeguard,Snakeguard,FAQ,1200.0,1600.0,1400.0
Karnataka,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900.0,11000.0,10000.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Beans,Beans (Whole),FAQ,1800.0,2200.0,2000.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Beetroot,Beetroot,FAQ,1500.0,2500.0,2000.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Brinjal,Other,FAQ,500.0,800.0,650.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Brinjal,Round/Long,FAQ,500.0,900.0,700.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Cabbage,Cabbage,FAQ,600.0,1200.0,900.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Carrot,Carrot,FAQ,2500.0,3000.0,2700.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Cucumbar(Kheera),Cucumbar,FAQ,400.0,500.0,450.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Green Chilli,Green Chilly,FAQ,4600.0,6000.0,5200.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Knool Khol,Knool Khol,FAQ,2500.0,3000.0,2700.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Raddish,Raddish,FAQ,1300.0,1800.0,1600.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,1600.0,2500.0,2100.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,3000.0,8000.0,7000.0
Karnataka,Chamrajnagar,Gundlupet,Beans,Beans (Whole),FAQ,4200.0,4200.0,4200.0
Karnataka,Chamrajnagar,Gundlupet,Green Chilli,Green Chilly,FAQ,5700.0,5700.0,5700.0
Karnataka,Chamrajnagar,Gundlupet,Tomato,Tomato,FAQ,8500.0,8520.0,8500.0
Karnataka,Chikmagalur,Bagepalli,Beans,Beans (Whole),FAQ,1800.0,2200.0,2000.0
Karnataka,Chikmagalur,Bagepalli,Beetroot,Beetroot,FAQ,1800.0,2200.0,2000.0
Karnataka,Chikmagalur,Bagepalli,Bhindi(Ladies Finger),Bhindi,FAQ,1400.0,1600.0,1500.0
Karnataka,Chikmagalur,Bagepalli,Brinjal,Round,FAQ,900.0,1000.0,950.0
Karnataka,Chikmagalur,Bagepalli,Cabbage,Cabbage,FAQ,800.0,1100.0,1000.0
Karnataka,Chikmagalur,Bagepalli,Capsicum,Capsicum,FAQ,1800.0,2000.0,1900.0
Karnataka,Chikmagalur,Bagepalli,Carrot,Carrot,FAQ,1000.0,1500.0,1300.0
Karnataka,Chikmagalur,Bagepalli,Cauliflower,Cauliflower,FAQ,1000.0,2000.0,1600.0
Karnataka,Chikmagalur,Bagepalli,Chilly Capsicum,Chilly Capsicum,FAQ,1700.0,2000.0,1850.0
Karnataka,Chikmagalur,Bagepalli,Cucumbar(Kheera),Cucumbar,FAQ,300.0,400.0,350.0
Karnataka,Chikmagalur,Bagepalli,Drumstick,Drumstick,FAQ,1400.0,1800.0,1600.0
Karnataka,Chikmagalur,Bagepalli,Green Chilli,Green Chilly,FAQ,4000.0,8000.0,6000.0
Karnataka,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,1600.0,2200.0,1900.0
Karnataka,Chikmagalur,Chikkamagalore,Beans,Beans (Whole),FAQ,4067.0,4267.0,4167.0
Karnataka,Chikmagalur,Chikkamagalore,Beetroot,Beetroot,FAQ,1488.0,1488.0,1488.0
Karnataka,Chikmagalur,Chikkamagalore,Carrot,Other,FAQ,2917.0,2917.0,2917.0
Karnataka,Chikmagalur,Chikkamagalore,Cauliflower,Local,FAQ,1111.0,1111.0,1111.0
Karnataka,Chikmagalur,Chikkamagalore,Green Chilli,Green Chilly,FAQ,4445.0,4645.0,4545.0
Karnataka,Chikmagalur,Chikkamagalore,Onion,Other,FAQ,1786.0,1786.0,1786.0
Karnataka,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1884.0,2084.0,1984.0
Karnataka,Chikmagalur,Chikkamagalore,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,2381.0,2381.0,2381.0
Karnataka,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,9494.0,9894.0,9694.0
Karnataka,Davangere,Honnali,Arecanut(Betelnut/Supari),Rashi,Medium,54299.0,54299.0,54299.0
Karnataka,Davangere,Honnali,Beans,Beans (Whole),Medium,2600.0,3000.0,2800.0
Karnataka,Davangere,Honnali,Bhindi(Ladies Finger),Bhindi,Medium,1500.0,2000.0,1800.0
Karnataka,Davangere,Honnali,Cabbage,Cabbage,Medium,600.0,1200.0,1000.0
Karnataka,Davangere,Honnali,Cucumbar(Kheera),Cucumbar,FAQ,500.0,600.0,550.0
Karnataka,Davangere,Honnali,Green Chilli,Green Chilly,Medium,3400.0,4500.0,4200.0
Karnataka,Haveri,Hirekerur,Maize,Local,FAQ,2000.0,2100.0,2050.0
Karnataka,Haveri,Hirekerur,Sheep,Sheep Small,FAQ,5000.0,6500.0,6000.0
Karnataka,Kolar,Bangarpet,Beans,Beans (Whole),FAQ,3500.0,5000.0,4200.0
Karnataka,Kolar,Bangarpet,Bhindi(Ladies Finger),Bhindi,FAQ,2000.0,2500.0,2200.0
Karnataka,Kolar,Bangarpet,Bitter gourd,Bitter Gourd,FAQ,2000.0,3000.0,2500.0
Karnataka,Kolar,Bangarpet,Brinjal,Brinjal,FAQ,800.0,1300.0,1000.0
Karnataka,Kolar,Bangarpet,Cabbage,Cabbage,FAQ,500.0,700.0,600.0
Karnataka,Kolar,Bangarpet,Carrot,Carrot,FAQ,1500.0,3000.0,2200.0
Karnataka,Kolar,Bangarpet,Chapparad Avare,Chapparada Avarekai,FAQ,1500.0,2000.0,1700.0
Karnataka,Kolar,Bangarpet,Cucumbar(Kheera),Cucumbar,FAQ,200.0,400.0,250.0
Karnataka,Kolar,Bangarpet,Green Chilli,Green Chilly,FAQ,3500.0,7000.0,5200.0
Karnataka,Kolar,Bangarpet,Knool Khol,Knool Khol,FAQ,800.0,1300.0,1000.0
Karnataka,Kolar,Bangarpet,Onion,Local,FAQ,1000.0,1500.0,1200.0
Karnataka,Kolar,Bangarpet,Paddy(Dhan)(Common),Paddy Medium,FAQ,2000.0,2100.0,2080.0
Karnataka,Kolar,Bangarpet,Raddish,Raddish,FAQ,400.0,500.0,450.0
Karnataka,Kolar,Bangarpet,Rice,Sarbati Raw,FAQ,3500.0,4200.0,3800.0
Karnataka,Kolar,Bangarpet,Tomato,Tomato,FAQ,3000.0,11000.0,7000.0
Karnataka,Kolar,Chintamani,Beans,Beans (Whole),FAQ,3500.0,4500.0,4000.0
Karnataka,Kolar,Chintamani,Beetroot,Beetroot,FAQ,2000.0,2500.0,2200.0
Karnataka,Kolar,Chintamani,Bhindi(Ladies Finger),Bhindi,FAQ,1500.0,2000.0,1700.0
Karnataka,Kolar,Chintamani,Bitter gourd,Bitter Gourd,FAQ,2000.0,3000.0,2500.0
Karnataka,Kolar,Chintamani,Brinjal,Brinjal,FAQ,1500.0,2500.0,2000.0
Karnataka,Kolar,Chintamani,Bunch Beans,Bunch Beans,FAQ,2500.0,3000.0,2700.0
Karnataka,Kolar,Chintamani,Cabbage,Cabbage,FAQ,200.0,300.0,250.0
Karnataka,Kolar,Chintamani,Capsicum,Capsicum,FAQ,4000.0,4500.0,4300.0
Karnataka,Kolar,Chintamani,Carrot,Carrot,FAQ,2500.0,3500.0,3000.0
Karnataka,Kolar,Chintamani,Cauliflower,Local,FAQ,150.0,250.0,200.0
Karnataka,Kolar,Chintamani,Cucumbar(Kheera),Cucumbar,FAQ,150.0,250.0,200.0
Karnataka,Kolar,Chintamani,Drumstick,Drumstick,FAQ,3000.0,3500.0,3300.0
Karnataka,Kolar,Chintamani,Garlic,Garlic,FAQ,8000.0,10000.0,9000.0
Karnataka,Kolar,Chintamani,Green Chilli,Green Chilly,FAQ,5000.0,6000.0,5500.0
Karnataka,Kolar,Chintamani,Knool Khol,Knool Khol,FAQ,1000.0,1500.0,1300.0
Karnataka,Kolar,Chintamani,Onion,Onion,FAQ,1500.0,2000.0,1800.0
Karnataka,Kolar,Chintamani,Potato,Local,FAQ,1700.0,2200.0,2000.0
Karnataka,Kolar,Chintamani,Raddish,Raddish,FAQ,1000.0,1300.0,1200.0
Karnataka,Kolar,Chintamani,Rice,Hansa,FAQ,2300.0,2400.0,2350.0
Karnataka,Kolar,Chintamani,Rice,Sona,FAQ,5100.0,6150.0,5800.0
Karnataka,Kolar,Chintamani,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,2000.0,2500.0,2300.0
Karnataka,Kolar,Chintamani,Thondekai,Thondekai,FAQ,800.0,1000.0,900.0
Karnataka,Kolar,Chintamani,Tomato,Tomato,FAQ,3330.0,12000.0,7330.0
Karnataka,Kolar,Malur,Beans,Beans (Whole),FAQ,6500.0,8000.0,7092.0
Karnataka,Raichur,Lingasugur,Paddy(Dhan)(Common),Sona,FAQ,3005.0,3005.0,3005.0
Karnataka,Raichur,Sindhanur,Dry Chillies,Local,FAQ,12000.0,12000.0,12000.0
Karnataka,Shimoga,Shimoga,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,11000.0,12500.0,11750.0
Karnataka,Shimoga,Shimoga,Beans,Beans (Whole),FAQ,4000.0,6000.0,5000.0
Karnataka,Shimoga,Shimoga,Beetroot,Beetroot,FAQ,1800.0,2000.0,1900.0
Karnataka,Shimoga,Shimoga,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,6500.0,7000.0,6750.0
Karnataka,Shimoga,Shimoga,Bengal Gram(Gram)(Whole),Jawari/Local,FAQ,5500.0,6200.0,5850.0
Karnataka,Shimoga,Shimoga,Bhindi(Ladies Finger),Bhindi,FAQ,1800.0,2000.0,1900.0
Karnataka,Shimoga,Shimoga,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,9800.0,14000.0,11900.0
Karnataka,Shimoga,Shimoga,Brinjal,Brinjal,FAQ,1800.0,2000.0,1900.0
Karnataka,Shimoga,Shimoga,Cabbage,Cabbage,FAQ,2800.0,3000.0,2900.0
Karnataka,Shimoga,Shimoga,Carrot,Carrot,FAQ,2800.0,3000.0,2900.0
Karnataka,Shimoga,Shimoga,Cauliflower,Cauliflower,FAQ,3800.0,4000.0,3900.0
Karnataka,Shimoga,Shimoga,Corriander seed,Coriander Seed,FAQ,9000.0,12000.0,10500.0
Karnataka,Shimoga,Shimoga,Cucumbar(Kheera),Cucumbar,FAQ,800.0,1000.0,900.0
Karnataka,Shimoga,Shimoga,Drumstick,Drumstick,FAQ,2800.0,3000.0,2900.0
Karnataka,Shimoga,Shimoga,Green Chilli,Green Chilly,FAQ,4000.0,6000.0,5000.0
Karnataka,Shimoga,Shimoga,Green Gram (Moong)(Whole),Green (Whole),FAQ,10000.0,12000.0,11000.0
Karnataka,Shimoga,Shimoga,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,10000.0,13000.0,12000.0
Karnataka,Shimoga,Shimoga,Gur(Jaggery),Unde,FAQ,3600.0,4000.0,3700.0
Karnataka,Shimoga,Shimoga,Jowar(Sorghum),Jowar ( White),FAQ,3000.0,4500.0,3750.0
Karnataka,Shimoga,Shimoga,Kulthi(Horse Gram),Horse gram (Whole),FAQ,6000.0,7000.0,6500.0
Karnataka,Shimoga,Shimoga,Maize,Hybrid/Local,FAQ,2000.0,2200.0,2100.0
Karnataka,Shimoga,Shimoga,Methi Seeds,Methiseeds,FAQ,9000.0,10000.0,9500.0
Karnataka,Shimoga,Shimoga,Mustard,Other,FAQ,7000.0,8000.0,7500.0
Karnataka,Shimoga,Shimoga,Onion,Onion,FAQ,1600.0,2000.0,1800.0
Karnataka,Shimoga,Shimoga,Potato,Local,FAQ,1600.0,2200.0,1900.0
Karnataka,Shimoga,Shimoga,Raddish,Raddish,FAQ,1400.0,1600.0,1500.0
Karnataka,Shimoga,Shimoga,Ragi (Finger Millet),Red,FAQ,2800.0,3600.0,3200.0
Karnataka,Shimoga,Shimoga,Rice,Coarse,FAQ,1900.0,2700.0,2250.0
Karnataka,Shimoga,Shimoga,Rice,Fine,FAQ,3500.0,6500.0,5000.0
Karnataka,Shimoga,Shimoga,Rice,Medium,FAQ,2800.0,4500.0,3250.0
Karnataka,Shimoga,Shimoga,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,2800.0,3000.0,2900.0
Karnataka,Shimoga,Shimoga,Tomato,Tomato,FAQ,4000.0,10000.0,7500.0
Karnataka,Shimoga,Shimoga,Wheat,Super Fine,FAQ,3400.0,6000.0,5250.0
Kerala,Alappuzha,Chengannur,Amphophalus,Other,FAQ,4500.0,5300.0,5000.0
Kerala,Alappuzha,Chengannur,Ashgourd,Other,FAQ,2800.0,3100.0,3000.0
Kerala,Alappuzha,Chengannur,Beetroot,Beetroot,FAQ,4400.0,4800.0,4500.0
Kerala,Alappuzha,Chengannur,Bhindi(Ladies Finger),Other,FAQ,3700.0,4200.0,4000.0
Kerala,Alappuzha,Chengannur,Bitter gourd,Other,FAQ,4300.0,4600.0,4500.0
Kerala,Alappuzha,Chengannur,Brinjal,Brinjal,FAQ,3400.0,3800.0,3500.0
Kerala,Alappuzha,Chengannur,Cabbage,Other,FAQ,3400.0,3800.0,3500.0
Kerala,Alappuzha,Chengannur,Capsicum,Other,FAQ,0.0,0.0,10000.0
Kerala,Alappuzha,Chengannur,Carrot,Other,FAQ,4400.0,4800.0,4500.0
Kerala,Alappuzha,Chengannur,Cauliflower,Other,FAQ,0.0,0.0,6000.0
Kerala,Alappuzha,Chengannur,Cowpea(Veg),Cowpea (Veg),FAQ,3900.0,4200.0,4000.0
Kerala,Alappuzha,Chengannur,Cucumbar(Kheera),Other,FAQ,1500.0,1800.0,1600.0
Kerala,Alappuzha,Chengannur,Drumstick,Other,FAQ,2900.0,3200.0,3000.0
Kerala,Alappuzha,Chengannur,Green Chilli,Green Chilly,FAQ,6800.0,7500.0,7000.0
Kerala,Alappuzha,Chengannur,Onion,Onion,FAQ,1900.0,2200.0,2000.0
Kerala,Alappuzha,Chengannur,Onion,Small,FAQ,12300.0,12600.0,12500.0
Kerala,Alappuzha,Chengannur,Potato,Potato,FAQ,3300.0,3600.0,3500.0
Kerala,Alappuzha,Chengannur,Pumpkin,Other,FAQ,2800.0,3000.0,3000.0
Kerala,Alappuzha,Chengannur,Snakeguard,Other,FAQ,3700.0,4200.0,4000.0
Kerala,Alappuzha,Harippad,Amaranthus,Other,FAQ,4000.0,4500.0,4000.0
Kerala,Alappuzha,Harippad,Amphophalus,Other,FAQ,5000.0,5500.0,5000.0
Kerala,Alappuzha,Harippad,Ashgourd,Other,FAQ,3000.0,3500.0,3000.0
Kerala,Alappuzha,Harippad,Banana,Nendra Bale,Medium,5000.0,5500.0,5000.0
Kerala,Alappuzha,Harippad,Banana - Green,Other,FAQ,3000.0,3500.0,3000.0
Kerala,Alappuzha,Harippad,Beetroot,Other,FAQ,4000.0,4500.0,4000.0
Kerala,Alappuzha,Harippad,Bhindi(Ladies Finger),Other,FAQ,4000.0,4500.0,4000.0
Kerala,Alappuzha,Harippad,Bitter gourd,Other,FAQ,5000.0,5500.0,5000.0
Kerala,Alappuzha,Harippad,Bottle gourd,Other,FAQ,2000.0,2500.0,2000.0
Kerala,Alappuzha,Harippad,Brinjal,Other,FAQ,3000.0,3600.0,3000.0
Kerala,Alappuzha,Harippad,Cabbage,Other,FAQ,3000.0,3500.0,3000.0
Kerala,Alappuzha,Harippad,Capsicum,Other,FAQ,9000.0,9600.0,9000.0
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,6000.0,6500.0,6000.0
Kerala,Alappuzha,Harippad,Cauliflower,Other,FAQ,4000.0,4500.0,4000.0
Kerala,Alappuzha,Harippad,Colacasia,Other,FAQ,6000.0,6500.0,6000.0
Kerala,Alappuzha,Harippad,Cowpea(Veg),Other,FAQ,4000.0,4500.0,4000.0
Kerala,Alappuzha,Harippad,Cucumbar(Kheera),Other,FAQ,2000.0,2500.0,2000.0
Kerala,Kannur,Kannur,Banana - Green,Other,FAQ,5000.0,5500.0,5200.0
Kerala,Kannur,Kannur,Black pepper,Other,FAQ,49000.0,60000.0,52000.0
Kerala,Kannur,Kannur,Coconut Oil,Other,FAQ,13700.0,16000.0,15000.0
Kerala,Kannur,Kannur,Onion,Other,FAQ,2200.0,2800.0,2500.0
Kerala,Kollam,Anchal,Amaranthus,Other,FAQ,4500.0,4700.0,4600.0
Kerala,Kollam,Anchal,Ashgourd,Other,FAQ,6800.0,7000.0,6900.0
Kerala,Kollam,Anchal,Banana,Nendra Bale,Medium,8500.0,8700.0,8600.0
Kerala,Kollam,Anchal,Banana,Palayamthodan,Medium,3600.0,3800.0,3700.0
Kerala,Kollam,Anchal,Banana,Poovan,Medium,7200.0,7400.0,7300.0
Kerala,Kollam,Anchal,Banana,Red Banana,Medium,5600.0,5800.0,5700.0
Kerala,Kollam,Anchal,Banana,Robusta,Medium,3200.0,3400.0,3300.0
Kerala,Kollam,Anchal,Beetroot,Other,FAQ,4800.0,5000.0,4900.0
Kerala,Kollam,Anchal,Bhindi(Ladies Finger),Other,FAQ,6300.0,6500.0,6400.0
Kerala,Kollam,Anchal,Bitter gourd,Other,FAQ,8500.0,8700.0,8600.0
Kerala,Kollam,Anchal,Bottle gourd,Other,FAQ,3800.0,4000.0,3900.0
Kerala,Kollam,Anchal,Brinjal,Brinjal,FAQ,4500.0,4700.0,4600.0
Kerala,Kollam,Anchal,Cabbage,Other,FAQ,5500.0,5700.0,5600.0
Kerala,Kollam,Anchal,Carrot,Carrot,FAQ,8200.0,8400.0,8300.0
Kerala,Kollam,Anchal,Cauliflower,Cauliflower,FAQ,4800.0,5000.0,4900.0
Kerala,Kollam,Anchal,Coconut,Other,FAQ,4500.0,4700.0,4600.0
Kerala,Kollam,Anchal,Onion,Other,FAQ,5600.0,5800.0,5700.0
Kerala,Kollam,Anchal,Potato,Other,FAQ,4600.0,4800.0,4700.0
Kerala,Kollam,Anchal,Pumpkin,Other,FAQ,3500.0,3700.0,3600.0
Kerala,Kollam,Anchal,Snakeguard,Other,FAQ,4600.0,4800.0,4700.0
Kerala,Kollam,Anchal,Tapioca,Other,FAQ,2300.0,2500.0,2400.0
Kerala,Kollam,Anchal,Tomato,Other,FAQ,11200.0,11400.0,11300.0
Kerala,Kollam,Sasthamkotta,Amphophalus,Other,FAQ,6000.0,6500.0,6200.0
Kerala,Kollam,Sasthamkotta,Ashgourd,Other,FAQ,7000.0,7500.0,7200.0
Kerala,Kollam,Sasthamkotta,Banana,Nendra Bale,Medium,8000.0,8500.0,8200.0
Kerala,Kollam,Sasthamkotta,Banana,Palayamthodan,Medium,2300.0,2800.0,2500.0
Kerala,Kollam,Sasthamkotta,Banana,Poovan,Medium,6000.0,6500.0,6200.0
Kerala,Kollam,Sasthamkotta,Banana,Red Banana,Medium,6000.0,6500.0,6200.0
Kerala,Kollam,Sasthamkotta,Banana,Robusta,Medium,3000.0,3500.0,3200.0
Kerala,Kollam,Sasthamkotta,Bhindi(Ladies Finger),Other,FAQ,6000.0,6500.0,6200.0
Kerala,Kollam,Sasthamkotta,Bitter gourd,Bitter Gourd,FAQ,10000.0,11000.0,10500.0
Kerala,Kollam,Sasthamkotta,Brinjal,Other,FAQ,5000.0,5500.0,5200.0
Kerala,Kollam,Sasthamkotta,Colacasia,Other,FAQ,11500.0,12000.0,11800.0
Kerala,Kollam,Sasthamkotta,Cowpea(Veg),Other,FAQ,8000.0,8500.0,8200.0
Kerala,Kollam,Sasthamkotta,Cucumbar(Kheera),Other,FAQ,5000.0,5500.0,5200.0
Kerala,Kollam,Sasthamkotta,Green Chilli,Other,FAQ,18000.0,18500.0,18200.0
Kerala,Kollam,Sasthamkotta,Pumpkin,Other,FAQ,3000.0,3500.0,3200.0
Kerala,Kollam,Sasthamkotta,Snakeguard,Other,FAQ,4000.0,4500.0,4200.0
Kerala,Kollam,Sasthamkotta,Tomato,Other,FAQ,13000.0,13500.0,13200.0
Kerala,Kollam,Sasthamkotta,Yam,Other,FAQ,8500.0,9000.0,8800.0
Kerala,Kottayam,Kottayam,Banana,Banana - Ripe,Medium,5800.0,6200.0,6000.0
Kerala,Kottayam,Kottayam,Banana,Palayamthodan,Medium,2000.0,2400.0,2200.0
Kerala,Kottayam,Kottayam,Banana,Poovan,Medium,6300.0,6700.0,6500.0
Kerala,Kottayam,Kuruppanthura,Amphophalus,Amphophalus,FAQ,5400.0,6800.0,6000.0
